,date,temperature,humidity,luminosity
424,2019-11-22 18:44:46.786,20.1,38.1,0
425,2019-11-22 18:44:57.031,20.1,38.0,0
426,2019-11-22 18:45:07.276,20.1,38.0,0
427,2019-11-22 18:45:17.539,20.1,38.0,0
428,2019-11-22 18:45:27.785,20.1,38.0,0
429,2019-11-22 18:45:38.047,20.1,38.0,0
430,2019-11-22 18:45:48.293,20.1,38.1,0
431,2019-11-22 18:45:58.554,20.1,38.1,0
432,2019-11-22 18:46:08.801,20.1,38.0,0
433,2019-11-22 18:46:19.047,20.1,38.0,0
434,2019-11-22 18:46:29.308,20.1,38.0,0
435,2019-11-22 18:46:39.554,20.1,38.0,0
436,2019-11-22 18:46:49.815,20.1,38.1,0
437,2019-11-22 18:47:00.061,20.1,38.0,0
438,2019-11-22 18:47:10.323,20.1,38.0,0
439,2019-11-22 18:47:20.568,20.1,38.0,0
440,2019-11-22 18:47:30.814,20.1,38.0,0
441,2019-11-22 18:47:41.076,20.0,38.0,1
442,2019-11-22 18:47:51.321,20.1,38.0,0
443,2019-11-22 18:48:01.583,20.1,38.0,0
444,2019-11-22 18:48:11.828,20.1,38.0,0
445,2019-11-22 18:48:22.089,20.1,38.0,0
446,2019-11-22 18:48:32.337,20.1,38.0,0
447,2019-11-22 18:48:42.583,20.1,38.0,0
448,2019-11-22 18:48:52.844,20.1,38.0,0
449,2019-11-22 18:49:03.090,20.1,38.0,0
450,2019-11-22 18:49:13.352,20.1,38.0,0
451,2019-11-22 18:49:23.596,20.1,38.1,0
452,2019-11-22 18:49:33.858,20.1,38.1,0
453,2019-11-22 18:49:44.104,20.1,38.1,0
454,2019-11-22 18:49:54.349,20.1,38.1,0
455,2019-11-22 18:50:04.611,20.0,37.9,0
456,2019-11-22 18:50:14.857,20.0,37.9,0
457,2019-11-22 18:50:25.119,20.1,38.0,0
458,2019-11-22 18:50:35.365,20.0,38.0,0
459,2019-11-22 18:50:45.626,20.0,38.0,0
460,2019-11-22 18:50:55.872,20.1,38.1,0
461,2019-11-22 18:51:06.118,20.1,38.1,0
462,2019-11-22 18:51:16.379,20.1,38.1,0
463,2019-11-22 18:51:26.625,20.1,38.1,0
464,2019-11-22 18:51:36.886,20.0,38.1,0
465,2019-11-22 18:51:47.132,20.0,38.3,0
466,2019-11-22 18:51:57.394,20.0,38.5,0
467,2019-11-22 18:52:07.640,20.0,38.7,0
468,2019-11-22 18:52:17.885,20.0,38.6,0
469,2019-11-22 18:52:28.146,19.9,38.5,0
470,2019-11-22 18:52:38.393,20.0,38.5,0
471,2019-11-22 18:52:48.653,20.0,38.5,0
472,2019-11-22 18:52:58.901,20.0,38.5,0
473,2019-11-22 18:53:09.163,20.0,38.4,0
474,2019-11-22 18:53:19.408,20.0,38.3,0
475,2019-11-22 18:53:29.654,20.0,38.5,0
476,2019-11-22 18:53:39.915,20.0,38.3,0
477,2019-11-22 18:53:50.161,20.0,38.3,0
478,2019-11-22 18:54:00.423,20.0,38.4,0
479,2019-11-22 18:54:10.668,20.0,38.3,0
480,2019-11-22 18:54:20.913,20.0,38.3,0
481,2019-11-22 18:54:31.175,20.0,38.3,0
482,2019-11-22 18:54:41.420,20.0,38.3,0
483,2019-11-22 18:54:51.682,20.0,38.2,0
484,2019-11-22 18:55:01.928,20.0,38.2,0
485,2019-11-22 18:55:12.189,20.0,38.2,0
486,2019-11-22 18:55:22.436,20.0,38.2,0
487,2019-11-22 18:55:32.681,20.0,38.2,0
488,2019-11-22 18:55:42.942,20.0,38.3,0
489,2019-11-22 18:55:53.188,20.0,38.2,0
490,2019-11-22 18:56:03.452,20.0,38.2,0
491,2019-11-22 18:56:13.697,20.0,38.2,0
492,2019-11-22 18:56:23.959,20.0,38.2,0
493,2019-11-22 18:56:34.204,20.0,38.3,0
494,2019-11-22 18:56:44.450,20.0,38.3,0
495,2019-11-22 18:56:54.712,20.0,38.3,0
496,2019-11-22 18:57:04.957,20.0,38.2,0
497,2019-11-22 18:57:15.219,20.0,38.2,0
498,2019-11-22 18:57:25.464,20.0,38.2,0
499,2019-11-22 18:57:35.725,20.0,38.2,0
500,2019-11-22 18:57:45.971,20.0,38.2,0
501,2019-11-22 18:57:56.217,20.0,38.4,0
502,2019-11-22 18:58:06.478,20.0,38.3,0
503,2019-11-22 18:58:16.724,20.0,38.3,0
504,2019-11-22 18:58:26.987,20.0,38.3,0
505,2019-11-22 18:58:37.232,20.0,38.3,0
506,2019-11-22 18:58:47.494,20.0,38.2,0
507,2019-11-22 18:58:57.740,20.0,38.2,0
508,2019-11-22 18:59:08.001,20.0,38.2,0
509,2019-11-22 18:59:18.246,20.0,38.3,0
510,2019-11-22 18:59:28.492,20.0,38.2,0
511,2019-11-22 18:59:38.753,20.0,38.2,0
512,2019-11-22 18:59:49.000,20.0,38.2,0
513,2019-11-22 18:59:59.262,20.0,38.2,0
514,2019-11-22 19:00:09.507,20.0,38.3,0
515,2019-11-22 19:00:19.770,20.0,38.2,0
