date,temperature,humidity,luminosity
2018-11-27 10:23:58.840,23.3,33.9,143
2018-11-27 10:24:01.117,23.3,34.0,143
2018-11-27 10:24:03.393,23.3,34.1,144
2018-11-27 10:24:05.671,23.3,34.2,143
2018-11-27 10:24:07.948,23.3,34.2,143
2018-11-27 10:24:10.226,23.3,34.2,143
2018-11-27 10:24:12.499,23.3,34.2,143
2018-11-27 10:24:14.775,23.3,34.2,144
2018-11-27 10:24:17.053,23.3,34.2,144
2018-11-27 10:24:19.330,23.3,34.2,143
2018-11-27 10:24:21.609,23.3,34.1,143
2018-11-27 10:24:23.881,23.3,34.1,143
2018-11-27 10:24:26.158,23.3,34.1,143
2018-11-27 10:24:28.436,23.3,34.1,144
2018-11-27 10:24:30.713,23.3,34.0,143
2018-11-27 10:24:32.990,23.3,34.0,143
2018-11-27 10:24:35.268,23.2,33.9,143
2018-11-27 10:24:37.545,23.2,33.9,143
2018-11-27 10:24:39.819,23.2,33.9,143
2018-11-27 10:24:42.095,23.3,34.1,143
2018-11-27 10:24:44.373,23.3,34.4,142
2018-11-27 10:24:46.649,23.3,34.4,142
2018-11-27 10:24:48.926,23.3,34.4,143
2018-11-27 10:24:51.200,23.3,34.4,144
2018-11-27 10:24:53.477,23.3,34.3,143
2018-11-27 10:24:55.755,23.3,34.2,143
2018-11-27 10:24:58.033,23.3,34.2,143
2018-11-27 10:25:00.309,23.3,34.2,143
2018-11-27 10:25:02.586,23.3,34.1,143
2018-11-27 10:25:04.859,23.3,34.0,144
2018-11-27 10:25:07.137,23.3,34.0,142
2018-11-27 10:25:09.413,23.3,33.9,141
2018-11-27 10:25:11.691,23.3,33.9,143
2018-11-27 10:25:13.968,23.3,33.9,145
2018-11-27 10:25:16.246,23.3,33.9,145
2018-11-27 10:25:18.519,23.3,34.0,145
2018-11-27 10:25:20.796,23.3,33.9,145
2018-11-27 10:25:23.074,23.2,33.8,144
2018-11-27 10:25:25.352,23.2,33.8,144
2018-11-27 10:25:27.628,23.2,33.8,145
2018-11-27 10:25:29.905,23.2,33.8,146
2018-11-27 10:25:32.179,23.2,33.7,145
2018-11-27 10:25:34.455,23.2,33.7,146
2018-11-27 10:25:36.732,23.2,33.7,146
2018-11-27 10:25:39.010,23.2,33.7,145
2018-11-27 10:25:41.288,23.2,33.7,146
2018-11-27 10:25:43.560,23.2,33.8,146
2018-11-27 10:25:45.838,23.1,33.8,145
2018-11-27 10:25:48.115,23.1,33.8,145
2018-11-27 10:25:50.392,23.1,33.8,145
2018-11-27 10:25:52.669,23.2,33.8,145
2018-11-27 10:25:54.948,23.1,33.7,146
2018-11-27 10:25:57.219,23.1,33.7,145
2018-11-27 10:25:59.498,23.1,33.7,145
2018-11-27 10:26:01.775,23.1,33.8,145
2018-11-27 10:26:04.051,23.1,33.8,145
2018-11-27 10:26:06.329,23.1,33.8,146
2018-11-27 10:26:08.606,23.1,33.8,145
2018-11-27 10:26:10.884,23.1,33.8,144
2018-11-27 10:26:13.157,23.1,33.8,145
2018-11-27 10:26:15.434,23.1,33.8,144
2018-11-27 10:26:17.711,23.1,33.8,145
2018-11-27 10:26:19.989,23.1,33.9,145
2018-11-27 10:26:22.265,23.1,33.9,144
2018-11-27 10:26:24.543,23.2,34.1,145
2018-11-27 10:26:26.817,23.2,34.1,145
2018-11-27 10:26:29.093,23.2,34.1,146
2018-11-27 10:26:31.371,23.2,34.1,146
2018-11-27 10:26:33.647,23.2,34.2,145
2018-11-27 10:26:35.925,23.2,34.2,145
2018-11-27 10:26:38.202,23.2,34.1,145
2018-11-27 10:26:40.475,23.2,34.1,145
2018-11-27 10:26:42.754,23.2,34.1,147
2018-11-27 10:26:45.030,23.2,34.2,145
2018-11-27 10:26:47.307,23.2,34.1,145
2018-11-27 10:26:49.584,23.2,34.2,145
2018-11-27 10:26:51.862,23.2,34.2,146
2018-11-27 10:26:54.139,23.2,34.2,145
2018-11-27 10:26:56.412,23.2,34.4,144
2018-11-27 10:26:58.689,23.2,34.4,144
2018-11-27 10:27:00.967,23.1,34.4,145
2018-11-27 10:27:03.244,23.2,34.4,145
2018-11-27 10:27:05.522,23.2,34.4,145
2018-11-27 10:27:07.795,23.2,34.4,145
2018-11-27 10:27:10.071,23.2,34.4,145
2018-11-27 10:27:12.349,23.2,34.4,145
2018-11-27 10:27:14.626,23.2,34.4,144
2018-11-27 10:27:16.899,23.2,34.5,145
2018-11-27 10:27:19.177,23.2,34.5,147
2018-11-27 10:27:21.453,23.2,34.5,149
2018-11-27 10:27:23.731,23.2,34.5,148
2018-11-27 10:27:26.009,23.2,34.5,148
2018-11-27 10:27:28.281,23.2,34.4,146
2018-11-27 10:27:30.559,23.2,34.4,146
2018-11-27 10:27:32.836,23.2,34.3,147
2018-11-27 10:27:35.114,23.2,34.3,149
2018-11-27 10:27:37.391,23.2,34.2,146
2018-11-27 10:27:39.668,23.2,34.2,146
2018-11-27 10:27:41.941,23.2,34.2,146
2018-11-27 10:27:44.218,23.2,34.2,146
2018-11-27 10:27:46.496,23.2,34.1,148
2018-11-27 10:27:48.773,23.2,34.1,147
2018-11-27 10:27:51.050,23.2,34.1,147
2018-11-27 10:27:53.328,23.2,34.1,146
2018-11-27 10:27:55.600,23.2,34.1,145
2018-11-27 10:27:57.878,23.2,34.1,151
2018-11-27 10:28:00.155,23.2,34.0,150
2018-11-27 10:28:02.432,23.2,34.0,149
2018-11-27 10:28:04.711,23.2,34.0,152
2018-11-27 10:28:06.988,23.2,33.9,145
2018-11-27 10:28:09.261,23.2,33.9,140
2018-11-27 10:28:11.538,23.2,34.0,157
2018-11-27 10:28:13.815,23.1,33.9,147
2018-11-27 10:28:16.092,23.1,33.9,140
2018-11-27 10:28:18.369,23.1,34.0,141
2018-11-27 10:28:20.646,23.1,34.0,157
2018-11-27 10:28:22.924,23.1,34.1,157
2018-11-27 10:28:25.197,23.1,34.1,140
2018-11-27 10:28:27.474,23.1,34.1,140
2018-11-27 10:28:29.752,23.1,34.1,140
2018-11-27 10:28:32.028,23.1,34.2,140
2018-11-27 10:28:34.307,23.1,34.2,140
2018-11-27 10:28:36.583,23.1,34.1,140
2018-11-27 10:28:38.861,23.1,34.1,140
2018-11-27 10:28:41.133,23.1,34.6,141
2018-11-27 10:28:43.411,23.1,35.0,141
2018-11-27 10:28:45.688,23.1,35.0,140
2018-11-27 10:28:47.966,23.1,34.9,141
2018-11-27 10:28:50.242,23.1,34.8,140
2018-11-27 10:28:52.520,23.1,34.7,140
2018-11-27 10:28:54.793,23.1,34.7,141
2018-11-27 10:28:57.071,23.1,34.6,141
2018-11-27 10:28:59.348,23.1,34.6,140
2018-11-27 10:29:01.626,23.1,34.6,140
2018-11-27 10:29:03.902,23.0,34.4,140
2018-11-27 10:29:06.180,23.0,34.4,140
2018-11-27 10:29:08.452,23.1,34.4,140
2018-11-27 10:29:10.730,23.0,34.2,134
2018-11-27 10:29:13.008,23.1,34.3,136
2018-11-27 10:29:15.285,23.0,34.2,135
2018-11-27 10:29:17.562,23.0,34.1,136
2018-11-27 10:29:19.840,23.0,34.1,136
2018-11-27 10:29:22.117,23.0,34.1,136
2018-11-27 10:29:24.389,23.0,34.2,136
2018-11-27 10:29:26.667,23.0,34.4,140
2018-11-27 10:29:28.944,23.0,34.4,141
2018-11-27 10:29:31.221,23.0,34.4,141
2018-11-27 10:29:33.499,23.0,34.4,142
2018-11-27 10:29:35.775,23.0,34.5,140
2018-11-27 10:29:38.048,23.0,34.5,140
2018-11-27 10:29:40.326,23.0,34.5,141
2018-11-27 10:29:42.604,23.0,34.5,141
2018-11-27 10:29:44.880,23.0,34.4,140
2018-11-27 10:29:47.158,23.0,34.4,141
2018-11-27 10:29:49.431,23.0,34.6,141
2018-11-27 10:29:51.709,23.0,34.9,140
2018-11-27 10:29:53.985,23.0,35.0,140
2018-11-27 10:29:56.263,23.0,35.0,140
2018-11-27 10:29:58.540,23.0,34.9,140
2018-11-27 10:30:00.818,23.0,34.9,139
2018-11-27 10:30:03.090,23.0,34.8,138
2018-11-27 10:30:05.367,23.0,34.8,139
2018-11-27 10:30:07.645,23.0,34.7,140
2018-11-27 10:30:09.922,23.0,34.7,141
2018-11-27 10:30:12.200,23.1,34.6,141
2018-11-27 10:30:14.476,23.0,34.5,140
2018-11-27 10:30:16.750,23.0,34.5,140
2018-11-27 10:30:19.027,23.1,34.6,140
2018-11-27 10:30:21.304,23.1,34.6,141
2018-11-27 10:30:23.581,23.1,34.5,141
2018-11-27 10:30:25.860,23.1,34.5,140
2018-11-27 10:30:28.132,23.1,34.5,140
2018-11-27 10:30:30.409,23.0,34.4,139
2018-11-27 10:30:32.687,23.1,34.3,140
2018-11-27 10:30:34.965,23.1,34.2,140
2018-11-27 10:30:37.241,23.1,34.1,140
2018-11-27 10:30:39.519,23.0,34.0,140
2018-11-27 10:30:41.795,23.0,34.0,140
2018-11-27 10:30:44.069,23.1,34.2,140
2018-11-27 10:30:46.346,23.1,34.3,141
2018-11-27 10:30:48.624,23.1,34.3,140
2018-11-27 10:30:50.901,23.1,34.3,140
2018-11-27 10:30:53.177,23.1,34.3,140
2018-11-27 10:30:55.455,23.1,34.3,141
2018-11-27 10:30:57.733,23.1,34.3,141
