date,temperature,humidity,luminosity
2018-11-27 18:13:44.103,21.0,29.4,145
2018-11-27 18:13:41.829,21.0,29.5,146
2018-11-27 18:13:39.556,21.0,29.6,146
2018-11-27 18:13:37.283,21.0,29.5,145
2018-11-27 18:13:35.009,21.0,29.4,145
2018-11-27 18:13:32.736,21.0,29.4,126
2018-11-27 18:13:30.464,21.0,29.4,147
2018-11-27 18:13:28.190,21.0,29.4,146
2018-11-27 18:13:25.917,21.0,29.4,146
2018-11-27 18:13:23.644,21.0,29.4,146
2018-11-27 18:13:21.371,21.0,29.4,147
2018-11-27 18:13:19.094,21.0,29.4,147
2018-11-27 18:13:16.820,21.0,29.4,148
2018-11-27 18:13:14.547,21.0,29.4,147
2018-11-27 18:13:12.274,21.0,29.4,146
2018-11-27 18:13:10.001,21.0,29.4,144
2018-11-27 18:13:07.727,21.0,29.4,145
2018-11-27 18:13:05.454,21.0,29.5,144
2018-11-27 18:13:03.182,21.0,29.5,145
2018-11-27 18:13:00.909,21.0,29.6,141
2018-11-27 18:12:58.635,21.0,29.6,142
2018-11-27 18:12:56.361,21.0,29.7,142
2018-11-27 18:12:54.089,21.0,29.7,143
2018-11-27 18:12:51.816,21.0,29.7,126
2018-11-27 18:12:49.543,21.0,29.6,121
2018-11-27 18:12:47.269,21.0,29.5,121
2018-11-27 18:12:44.992,21.0,29.5,125
2018-11-27 18:12:42.720,21.0,29.5,123
2018-11-27 18:12:40.446,21.0,29.5,125
2018-11-27 18:12:38.172,21.0,29.6,125
2018-11-27 18:12:35.900,21.0,29.6,143
2018-11-27 18:12:33.626,21.0,29.6,101
2018-11-27 18:12:31.353,21.0,29.6,101
2018-11-27 18:12:29.079,21.0,29.6,135
2018-11-27 18:12:26.808,21.0,29.5,146
2018-11-27 18:12:24.533,21.0,29.5,145
2018-11-27 18:12:22.260,21.0,29.5,135
2018-11-27 18:12:19.988,21.0,29.6,123
2018-11-27 18:12:17.713,21.0,29.6,111
2018-11-27 18:12:15.441,21.0,29.6,116
2018-11-27 18:12:13.162,21.0,29.6,113
2018-11-27 18:12:10.890,21.0,29.7,106
2018-11-27 18:12:08.616,21.0,29.7,94
2018-11-27 18:12:06.343,21.0,29.7,136
2018-11-27 18:12:04.070,21.0,29.8,138
2018-11-27 18:12:01.797,21.0,29.8,143
2018-11-27 18:11:59.524,21.0,29.9,146
2018-11-27 18:11:57.251,21.0,29.9,147
2018-11-27 18:11:54.977,21.0,30.0,146
2018-11-27 18:11:52.704,21.0,30.1,148
2018-11-27 18:11:50.431,21.0,30.2,147
2018-11-27 18:11:48.158,21.0,30.2,146
2018-11-27 18:11:45.885,21.0,30.3,147
2018-11-27 18:11:43.612,21.0,30.4,147
2018-11-27 18:11:41.339,21.0,30.4,147
2018-11-27 18:11:39.065,21.0,30.5,146
2018-11-27 18:11:36.792,21.0,30.6,148
2018-11-27 18:11:34.519,21.0,30.7,147
2018-11-27 18:11:32.245,21.0,30.8,148
2018-11-27 18:11:29.973,21.0,30.5,146
2018-11-27 18:11:27.699,21.0,30.3,146
2018-11-27 18:11:25.427,21.0,30.2,145
2018-11-27 18:11:23.153,21.0,30.1,138
2018-11-27 18:11:20.880,21.0,30.1,147
2018-11-27 18:11:18.607,21.0,30.2,145
2018-11-27 18:11:16.335,21.0,30.2,143
2018-11-27 18:11:14.061,21.0,30.2,146
2018-11-27 18:11:11.789,21.0,30.1,150
2018-11-27 18:11:09.516,21.0,30.0,150
2018-11-27 18:11:07.237,21.0,29.7,149
2018-11-27 18:11:04.965,21.0,29.7,150
2018-11-27 18:11:02.691,21.0,29.6,150
2018-11-27 18:11:00.419,21.0,29.7,147
2018-11-27 18:10:58.145,21.0,29.7,152
2018-11-27 18:10:55.872,21.0,29.7,147
2018-11-27 18:10:53.599,21.0,29.7,150
2018-11-27 18:10:51.326,21.0,29.8,149
2018-11-27 18:10:49.053,21.0,29.8,149
2018-11-27 18:10:46.779,21.0,29.8,149
2018-11-27 18:10:44.507,21.0,29.9,149
2018-11-27 18:10:42.233,21.0,29.8,148
2018-11-27 18:10:39.960,21.0,29.9,149
2018-11-27 18:10:37.682,21.0,29.9,147
2018-11-27 18:10:35.410,21.0,30.0,143
2018-11-27 18:10:33.136,21.0,30.0,146
2018-11-27 18:10:30.863,21.0,30.0,147
2018-11-27 18:10:28.590,21.0,30.1,147
2018-11-27 18:10:26.317,21.0,30.1,147
2018-11-27 18:10:24.044,21.0,30.2,148
2018-11-27 18:10:21.771,21.0,30.3,148
2018-11-27 18:10:19.497,21.0,30.4,147
2018-11-27 18:10:17.225,21.0,30.5,148
2018-11-27 18:10:14.952,21.0,30.7,148
2018-11-27 18:10:12.678,21.0,30.8,147
2018-11-27 18:10:10.405,21.0,31.0,147
2018-11-27 18:10:08.132,21.0,31.1,146
2018-11-27 18:10:05.860,21.0,31.3,147
2018-11-27 18:10:03.586,21.0,31.5,146
2018-11-27 18:10:01.312,21.0,31.7,146
2018-11-27 18:09:59.039,21.0,31.8,147
2018-11-27 18:09:56.766,21.0,31.8,147
2018-11-27 18:09:54.493,21.0,31.9,146
